Video_Presentation,Abstracts
http://videolectures.net/iswc2012_malone_collective_intelligence/,"The original vision of the Semantic Web was to encode semantic content on the web in a form with which machines can reason.  But in the last few years, we've seen many new Internet-based applications (such as Wikipedia, Linux, and prediction markets) where the key reasoning is done, not by machines, but by large groups of people.   This talk will show how a relatively small set of design patterns can help understand a wide variety of these examples.  Each design pattern is useful in different conditions, and the patterns can be combined in different ways to create different kinds of collective intelligence.  Building on this foundation, the talk will consider how the Semantic Web might contribute to-and benefit from-these more human-intensive forms of collective intelligence."
http://videolectures.net/iswc2012_holm_interoperability/,"Data.gov, a flagship open government project from the US government, opens and shares data to improve government efficiency and drive innovation.  Sharing such data allows us to make rich comparisons that could never be made before and helps us to better understand the data and support decision making.  The adoption of open linked data, vocabularies and ontologies, the work of the W3C, and semantic technologies is helping to drive Data.gov and US data forward.  This session will help us to better understand the changing global landscape of data sharing and the role the semantic web is playing in it.  This session highlights specific data sharing examples of solving mission problems from NASA, the White House, and many other governments agencies and citizen innovators."
http://videolectures.net/iswc2012_musen_climate_change/,"In the 1990s, as the World Wide Web became not only world wide but also dense and ubiquitous, workers in the artificial intelligence community were drawn to the possibility that the Web could provide the foundation for a new kind of AI.  Having survived the AI Winter of the 1980s, the opportunities that they saw in the largest, most interconnected computing platform imaginable were obviously compelling.  With the subsequent success of the Semantic Web, however, our community seems to have stopped talking about many of the issues that researchers believe led to the AI Winter in the first place: the cognitive challenges in debugging and maintaining complex systems, the drift in the meanings ascribed to symbols, the situated nature of knowledge, the fundamental difficulty of creating robust models.  These challenges are still with us; we cannot wish them away with appeals to the open-world assumption or to the law of large numbers.  Embracing these challenges will allow us to expand the scope of our science and our practice, and will help to bring us closer to the ultimate vision of the Semantic Web."
http://videolectures.net/iswc2012_big_graph_data/,"he Semantic Web / Linked Data has grown immensely over the past years. When the Semantic Web community started working over a decade ago the main question was where to get the data from. By now the question of how to process ever increasing amount of semantic/linked data has come to people's utmost attention. The goal of this panel is to shed light on the various approaches/options for Big Graph Data processing. Possible questions include: Does the Semantic Web need any central infrastructures? (It's a Web, after all?) Or will a handful of large single-owner infrastructures dominate the Semantic Web, just as they now dominate the current Web?  And if so, will such infrastructures be based on the standard relational model? Or on MapReduce-centric key/value-pairs? Is Google's (centralised) Knowledge Graph anathema to the Semantic *Web* ? Are triplestore vendors just reinventing the old database wheels? What is the role of clustered MapReduce-like solutions and where are their limits for processing semantic web data?"
http://videolectures.net/iswc2012_rula_linked_data/,"An increasing amount of data is published and consumed on the Web according to the Linked Data paradigm. In consideration of both publishers and consumers, the temporal dimension of data is important. In this paper we investigate the characterisation and availability of temporal information in Linked Data at large scale. Based on an abstract denition of temporal information we conduct experiments to evaluate the availability of such information using the data from the 2011 Billion Triple Challenge (BTC) dataset. Focusing in particular on the representation of temporal meta-information, i.e., temporal information associated with RDF statements and graphs, we investigate the approaches proposed in the literature, performing both a quantitative and a qualitative analysis and proposing guidelines for data consumers and publishers. Our experiments show that the amount of temporal information available in the LOD cloud is still very small; several dierent models have been used on dierent datasets, with a prevalence of approaches based on the annotation of RDF documents."
http://videolectures.net/iswc2012_taheriyan_data_cloud/,"The amount of data available in the Linked Data cloud continues to grow. Yet, few services consume and produce linked data. There is recent work that allows a user to dene a linked service from an online service, which includes the specications for consuming and producing linked data, but building such models is time consuming and requires specialized knowledge of RDF and SPARQL. This paper presents a new approach that allows domain experts to rapidly create semantic models of services by demonstration in an interactive web-based interface. First, the user provides examples of the service request URLs. Then, the system automatically proposes a service model the user can rene interactively. Finally, the system saves a service specication using a new expressive vocabulary that includes lowering and lifting rules. This approach empowers end users to rapidly model existing services and immediately use them to consume and produce linked data."
http://videolectures.net/iswc2012_ngonga_ngomo_minkowski_measures/,"Time-efficient algorithms are essential to address the complex linking tasks that arise when trying to discover links on the Web of Data. Although several lossless approaches have been developed for this exact purpose, they do not oer theoretical guarantees with respect to their performance. In this paper, we address this drawback by presenting the first Link Discovery approach with theoretical quality guarantees. In particular, we prove that given an achievable reduction ratio r, our Link Discovery approach HR3 can achieve a reduction ratio r' ≤ r in a metric space where distances are measured by the means of a Minkowski metric of any order p ≥ 2. We compare HR3 and the HYPPO algorithm implemented in LIMES 0.5 with respect to the number of comparisons they carry out. In addition, we compare our approach with the algorithms implemented in the state-of-the-art frameworks LIMES 0.5 and SILK 2.5 with respect to runtime. We show that HR3 outperforms these previous approaches with respect to runtime in each of our four experimental setups."
http://videolectures.net/iswc2012_klarman_provenance_records/,"Data provenance is the history of derivation of a data artifact from its original sources. As the real-life provenance records can likely cover thousands of data items and derivation steps, one of the pressing challenges becomes development of formal frameworks for their automated verification. In this paper, we consider data expressed in standard Semantic Web ontology languages, such as OWL, and define a novel verification formalism called provenance specification logic, building on dynamic logic. We validate our proposal by modeling the test queries presented in The First Provenance Challenge, and conclude that the logic core of such queries can be successfully captured in our formalism."
http://videolectures.net/iswc2012_viegas_damasio_sparql_queries/,"Determining trust of data available in the Semantic Web is fundamental for applications and users, in particular for linked open data obtained from SPARQL endpoints. There exist several proposals in the literature to annotate SPARQL query results with values from abstract models, adapting the seminal works on provenance for annotated relational databases.We provide an approach capable of providing provenance information for a large and significant fragment of SPARQL 1.1, including for the first time the major non-monotonic constructs under multiset semantics. The approach is based on the translation of SPARQL into relational queries over annotated relations with values of the most general m-semiring, and in this way also refuting a claim in the literature that the OPTIONAL construct of SPARQL cannot be captured appropriately with the known abstract models."
http://videolectures.net/iswc2012_gerber_defacto/,"One of the main tasks when creating and maintaining knowledge bases is to validate facts and provide sources for them in order to ensure correctness and traceability of the provided knowledge. So far, this task is often addressed by human curators in a three-step process: issuing appropriate keyword queries for the statement to check using standard search engines, retrieving potentially relevant documents and screening those documents for relevant content. The drawbacks of this process are manifold. Most importantly, it is very time-consuming as the experts have to carry out several search processes and must often read several documents. In this article, we present DeFacto (Deep Fact Validation) – an algorithm for validating facts by finding trustworthy sources for it on the Web. DeFacto aims to provide an effective way of validating facts by supplying the user with relevant excerpts of webpages as well as useful additional information including a score for the confidence DeFacto has in the correctness of the input fact."
